Time_hr,Host,Type,Treatment,Description,Metric,Value,Value_clean
1,E.coli,1M,1M_E,E.coli,CFU,125,125
1,E.coli,1M,1M_E,E.coli,CFU,178,178
1,E.coli,1M,1M_E,E.coli,CFU,187,187
1,E.coli,1M,1M_E,E.coli,CFU,197,197
1,E.coli,1M,1M_E,E.coli,CFU,178,178
1,E.coli,1M,1M_E,E.coli,CFU,185,185
1,E.coli,1M,1M_E,E.coli,CFU,158,158
1,E.coli,1M,1M_E,E.coli,CFU,190,190
1,E.coli,2M,2M,Bd1_E.coli,CFU,45,45
1,E.coli,2M,2M,Bd1_E.coli,CFU,47,47
1,E.coli,2M,2M,Bd1_E.coli,CFU,61,61
1,E.coli,2M,2M,Bd1_E.coli,CFU,102,102
1,E.coli,2M,2M,Bd1_E.coli,CFU,94,94
1,E.coli,2M,2M,Bd1_E.coli,CFU,100,100
1,E.coli,2M,2M,Bd1_E.coli,CFU,99,99
1,E.coli,2M,2M,Bd1_E.coli,CFU,89,89
1,E.coli,2M,2M,Bd1_E.coli,CFU,116,116
1,E.coli,2M,2M,Phage_E.coli,CFU,56,56
1,E.coli,2M,2M,Phage_E.coli,CFU,64,64
1,E.coli,2M,2M,Phage_E.coli,CFU,230,230
1,E.coli,2M,2M,Phage_E.coli,CFU,47,47
1,E.coli,2M,2M,Phage_E.coli,CFU,79,79
1,E.coli,2M,2M,Phage_E.coli,CFU,73,73
1,E.coli,2M,2M,Phage_E.coli,CFU,56,56
1,E.coli,2M,2M,Phage_E.coli,CFU,49,49
1,E.coli,2M,2M,Phage_E.coli,CFU,58,58
1,E.coli,3M,3M,E_Bd1_Phage,CFU,45,45
1,E.coli,3M,3M,E_Bd1_Phage,CFU,64,64
1,E.coli,3M,3M,E_Bd1_Phage,CFU,56,56
1,E.coli,3M,3M,E_Bd1_Phage,CFU,39,39
1,E.coli,3M,3M,E_Bd1_Phage,CFU,37,37
1,E.coli,3M,3M,E_Bd1_Phage,CFU,34,34
1,E.coli,3M,3M,E_Bd1_Phage,CFU,43,43
1,E.coli,3M,3M,E_Bd1_Phage,CFU,47,47
1,E.coli,3M,3M,E_Bd1_Phage,CFU,50,50
3,E.coli,1M,1M_E,E.coli,CFU,120,120
3,E.coli,1M,1M_E,E.coli,CFU,231,231
3,E.coli,1M,1M_E,E.coli,CFU,215,215
3,E.coli,1M,1M_E,E.coli,CFU,180,180
3,E.coli,1M,1M_E,E.coli,CFU,190,190
3,E.coli,1M,1M_E,E.coli,CFU,210,210
3,E.coli,1M,1M_E,E.coli,CFU,197,197
3,E.coli,1M,1M_E,E.coli,CFU,182,182
3,E.coli,1M,1M_E,E.coli,CFU,213,213
3,E.coli,2M,2M,Bd1_E.coli,CFU,45,45
3,E.coli,2M,2M,Bd1_E.coli,CFU,49,49
3,E.coli,2M,2M,Bd1_E.coli,CFU,30,30
3,E.coli,2M,2M,Bd1_E.coli,CFU,29,29
3,E.coli,2M,2M,Bd1_E.coli,CFU,37,37
3,E.coli,2M,2M,Bd1_E.coli,CFU,42,42
3,E.coli,2M,2M,Bd1_E.coli,CFU,46,46
3,E.coli,2M,2M,Bd1_E.coli,CFU,39,39
3,E.coli,2M,2M,Bd1_E.coli,CFU,33,33
3,E.coli,2M,2M,Phage_E.coli,CFU,36,36
3,E.coli,2M,2M,Phage_E.coli,CFU,41,41
3,E.coli,2M,2M,Phage_E.coli,CFU,75,75
3,E.coli,2M,2M,Phage_E.coli,CFU,35,35
3,E.coli,2M,2M,Phage_E.coli,CFU,39,39
3,E.coli,2M,2M,Phage_E.coli,CFU,43,43
3,E.coli,2M,2M,Phage_E.coli,CFU,42,42
3,E.coli,2M,2M,Phage_E.coli,CFU,65,65
3,E.coli,2M,2M,Phage_E.coli,CFU,34,34
3,E.coli,3M,3M,E_Bd1_Phage,CFU,43,43
3,E.coli,3M,3M,E_Bd1_Phage,CFU,33,33
3,E.coli,3M,3M,E_Bd1_Phage,CFU,75,75
3,E.coli,3M,3M,E_Bd1_Phage,CFU,40,40
3,E.coli,3M,3M,E_Bd1_Phage,CFU,45,45
3,E.coli,3M,3M,E_Bd1_Phage,CFU,32,32
3,E.coli,3M,3M,E_Bd1_Phage,CFU,31,31
3,E.coli,3M,3M,E_Bd1_Phage,CFU,44,44
3,E.coli,3M,3M,E_Bd1_Phage,CFU,56,56
5,E.coli,1M,1M_E,E.coli,CFU,134,134
5,E.coli,1M,1M_E,E.coli,CFU,137,137
5,E.coli,1M,1M_E,E.coli,CFU,145,145
5,E.coli,1M,1M_E,E.coli,CFU,301,301
5,E.coli,1M,1M_E,E.coli,CFU,170,170
5,E.coli,1M,1M_E,E.coli,CFU,235,235
5,E.coli,1M,1M_E,E.coli,CFU,128,128
5,E.coli,1M,1M_E,E.coli,CFU,165,165
5,E.coli,1M,1M_E,E.coli,CFU,111,111
5,E.coli,2M,2M,Bd1_E.coli,CFU,30,30
5,E.coli,2M,2M,Bd1_E.coli,CFU,35,35
5,E.coli,2M,2M,Bd1_E.coli,CFU,49,49
5,E.coli,2M,2M,Bd1_E.coli,CFU,23,23
5,E.coli,2M,2M,Bd1_E.coli,CFU,34,34
5,E.coli,2M,2M,Bd1_E.coli,CFU,29,29
5,E.coli,2M,2M,Bd1_E.coli,CFU,32,32
5,E.coli,2M,2M,Bd1_E.coli,CFU,43,43
5,E.coli,2M,2M,Bd1_E.coli,CFU,27,27
5,E.coli,2M,2M,Phage_E.coli,CFU,31,31
5,E.coli,2M,2M,Phage_E.coli,CFU,32,32
5,E.coli,2M,2M,Phage_E.coli,CFU,39,39
5,E.coli,2M,2M,Phage_E.coli,CFU,35,35
5,E.coli,2M,2M,Phage_E.coli,CFU,29,29
5,E.coli,2M,2M,Phage_E.coli,CFU,31,31
5,E.coli,2M,2M,Phage_E.coli,CFU,27,27
5,E.coli,2M,2M,Phage_E.coli,CFU,34,34
5,E.coli,2M,2M,Phage_E.coli,CFU,42,42
5,E.coli,3M,3M,E_Bd1_Phage,CFU,67,67
5,E.coli,3M,3M,E_Bd1_Phage,CFU,37,37
5,E.coli,3M,3M,E_Bd1_Phage,CFU,32,32
5,E.coli,3M,3M,E_Bd1_Phage,CFU,45,45
5,E.coli,3M,3M,E_Bd1_Phage,CFU,34,34
5,E.coli,3M,3M,E_Bd1_Phage,CFU,33,33
5,E.coli,3M,3M,E_Bd1_Phage,CFU,32,32
5,E.coli,3M,3M,E_Bd1_Phage,CFU,24,24
5,E.coli,3M,3M,E_Bd1_Phage,CFU,32,32
0,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
0,BALO,1M,1M_BALO,BALO,OD,0,0
0,BALO,1M,1M_BALO,BALO,OD,0,0
0,BALO,1M,1M_BALO,BALO,OD,0.004,0.004
0,BALO,1M,1M_BALO,BALO,OD,0.005,0.005
0,BALO,1M,1M_BALO,BALO,OD,0.004,0.004
0,BALO,1M,1M_BALO,BALO,OD,0.004,0.004
0,BALO,1M,1M_BALO,BALO,OD,0.004,0.004
0,BALO,1M,1M_BALO,BALO,OD,0.003,0.003
0,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0,Phage,1M,1M_Phage,Phage,OD,0,0
0,Phage,1M,1M_Phage,Phage,OD,0,0
0,Phage,1M,1M_Phage,Phage,OD,0,0
0,Phage,1M,1M_Phage,Phage,OD,0,0
0,Phage,1M,1M_Phage,Phage,OD,0,0
0,Phage,1M,1M_Phage,Phage,OD,0,0
0,E.coli,1M,1M_E,E.coli,OD,0.135,0.135
0,E.coli,1M,1M_E,E.coli,OD,0.137,0.137
0,E.coli,1M,1M_E,E.coli,OD,0.134,0.134
0,E.coli,1M,1M_E,E.coli,OD,0.132,0.132
0,E.coli,1M,1M_E,E.coli,OD,0.134,0.134
0,E.coli,1M,1M_E,E.coli,OD,0.134,0.134
0,E.coli,1M,1M_E,E.coli,OD,0.137,0.137
0,E.coli,1M,1M_E,E.coli,OD,0.136,0.136
0,E.coli,1M,1M_E,E.coli,OD,0.133,0.133
0,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0,BALO,2M,2M,Bd1_Phage,OD,0,0
0,E.coli,2M,2M,Bd1_E.coli,OD,0.132,0.132
0,E.coli,2M,2M,Bd1_E.coli,OD,0.131,0.131
0,E.coli,2M,2M,Bd1_E.coli,OD,0.133,0.133
0,E.coli,2M,2M,Bd1_E.coli,OD,0.13,0.13
0,E.coli,2M,2M,Bd1_E.coli,OD,0.131,0.131
0,E.coli,2M,2M,Bd1_E.coli,OD,0.132,0.132
0,E.coli,2M,2M,Bd1_E.coli,OD,0.135,0.135
0,E.coli,2M,2M,Bd1_E.coli,OD,0.13,0.13
0,E.coli,2M,2M,Bd1_E.coli,OD,0.133,0.133
0,E.coli,2M,2M,Phage_E.coli,OD,0.135,0.135
0,E.coli,2M,2M,Phage_E.coli,OD,0.132,0.132
0,E.coli,2M,2M,Phage_E.coli,OD,0.134,0.134
0,E.coli,2M,2M,Phage_E.coli,OD,0.134,0.134
0,E.coli,2M,2M,Phage_E.coli,OD,0.133,0.133
0,E.coli,2M,2M,Phage_E.coli,OD,0.134,0.134
0,E.coli,2M,2M,Phage_E.coli,OD,0.132,0.132
0,E.coli,2M,2M,Phage_E.coli,OD,0.13,0.13
0,E.coli,2M,2M,Phage_E.coli,OD,0.133,0.133
0,E.coli,3M,3M,E_Bd1_Phage,OD,0.134,0.134
0,E.coli,3M,3M,E_Bd1_Phage,OD,0.136,0.136
0,E.coli,3M,3M,E_Bd1_Phage,OD,0.136,0.136
0,E.coli,3M,3M,E_Bd1_Phage,OD,0.135,0.135
0,E.coli,3M,3M,E_Bd1_Phage,OD,0.136,0.136
0,E.coli,3M,3M,E_Bd1_Phage,OD,0.137,0.137
0,E.coli,3M,3M,E_Bd1_Phage,OD,0.133,0.133
0,E.coli,3M,3M,E_Bd1_Phage,OD,0.132,0.132
0,E.coli,3M,3M,E_Bd1_Phage,OD,0.134,0.134
0.5,BALO,1M,1M,1M_BALO,OD,0.001,0.001
0.5,BALO,1M,1M,1M_BALO,OD,0.001,0.001
0.5,BALO,1M,1M,1M_BALO,OD,0.002,0.002
0.5,BALO,1M,1M,1M_BALO,OD,0.003,0.003
0.5,BALO,1M,1M,1M_BALO,OD,0.004,0.004
0.5,BALO,1M,1M,1M_BALO,OD,0.003,0.003
0.5,BALO,1M,1M,1M_BALO,OD,0.004,0.004
0.5,BALO,1M,1M,1M_BALO,OD,0.003,0.003
0.5,BALO,1M,1M,1M_BALO,OD,0.004,0.004
0.5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0.5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0.5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0.5,Phage,1M,1M_Phage,Phage,OD,0,0
0.5,Phage,1M,1M_Phage,Phage,OD,0,0
0.5,Phage,1M,1M_Phage,Phage,OD,0,0
0.5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0.5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
0.5,Phage,1M,1M_Phage,Phage,OD,0,0
0.5,E.coli,1M,1M_E,E.coli,OD,0.134,0.134
0.5,E.coli,1M,1M_E,E.coli,OD,0.132,0.132
0.5,E.coli,1M,1M_E,E.coli,OD,0.132,0.132
0.5,E.coli,1M,1M_E,E.coli,OD,0.134,0.134
0.5,E.coli,1M,1M_E,E.coli,OD,0.134,0.134
0.5,E.coli,1M,1M_E,E.coli,OD,0.134,0.134
0.5,E.coli,1M,1M_E,E.coli,OD,0.133,0.133
0.5,E.coli,1M,1M_E,E.coli,OD,0.134,0.134
0.5,E.coli,1M,1M_E,E.coli,OD,0.134,0.134
0.5,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0.5,BALO,2M,2M,Bd1_Phage,OD,0,0
0.5,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0.5,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0.5,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0.5,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0.5,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0.5,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0.5,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
0.5,BALO,2M,2M,Bd1_Phage,OD,0,0
0.5,E.coli,2M,2M,Bd1_E.coli,OD,0.133,0.133
0.5,E.coli,2M,2M,Bd1_E.coli,OD,0.132,0.132
0.5,E.coli,2M,2M,Bd1_E.coli,OD,0.133,0.133
0.5,E.coli,2M,2M,Bd1_E.coli,OD,0.129,0.129
0.5,E.coli,2M,2M,Bd1_E.coli,OD,0.132,0.132
0.5,E.coli,2M,2M,Bd1_E.coli,OD,0.13,0.13
0.5,E.coli,2M,2M,Bd1_E.coli,OD,0.132,0.132
0.5,E.coli,2M,2M,Bd1_E.coli,OD,0.133,0.133
0.5,E.coli,2M,2M,Bd1_E.coli,OD,0.132,0.132
0.5,E.coli,2M,2M,Phage_E.coli,OD,0.132,0.132
0.5,E.coli,2M,2M,Phage_E.coli,OD,0.13,0.13
0.5,E.coli,2M,2M,Phage_E.coli,OD,0.13,0.13
0.5,E.coli,2M,2M,Phage_E.coli,OD,0.129,0.129
0.5,E.coli,2M,2M,Phage_E.coli,OD,0.131,0.131
0.5,E.coli,2M,2M,Phage_E.coli,OD,0.128,0.128
0.5,E.coli,2M,2M,Phage_E.coli,OD,0.129,0.129
0.5,E.coli,2M,2M,Phage_E.coli,OD,0.129,0.129
0.5,E.coli,2M,2M,Phage_E.coli,OD,0.127,0.127
0.5,E.coli,3M,3M,E_Bd1_Phage,OD,0.128,0.128
0.5,E.coli,3M,3M,E_Bd1_Phage,OD,0.127,0.127
0.5,E.coli,3M,3M,E_Bd1_Phage,OD,0.13,0.13
0.5,E.coli,3M,3M,E_Bd1_Phage,OD,0.127,0.127
0.5,E.coli,3M,3M,E_Bd1_Phage,OD,0.126,0.126
0.5,E.coli,3M,3M,E_Bd1_Phage,OD,0.126,0.126
0.5,E.coli,3M,3M,E_Bd1_Phage,OD,0.126,0.126
0.5,E.coli,3M,3M,E_Bd1_Phage,OD,0.126,0.126
0.5,E.coli,3M,3M,E_Bd1_Phage,OD,0.125,0.125
1,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
1,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
1,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
1,BALO,1M,1M_BALO,BALO,OD,0.004,0.004
1,BALO,1M,1M_BALO,BALO,OD,0.003,0.003
1,BALO,1M,1M_BALO,BALO,OD,0.003,0.003
1,BALO,1M,1M_BALO,BALO,OD,0.004,0.004
1,BALO,1M,1M_BALO,BALO,OD,0.004,0.004
1,BALO,1M,1M_BALO,BALO,OD,0.004,0.004
1,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
1,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
1,Phage,1M,1M_Phage,Phage,OD,0,0
1,Phage,1M,1M_Phage,Phage,OD,0,0
1,Phage,1M,1M_Phage,Phage,OD,0,0
1,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
1,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
1,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
1,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
1,E.coli,1M,1M_E,E.coli,OD,0.133,0.133
1,E.coli,1M,1M_E,E.coli,OD,0.13,0.13
1,E.coli,1M,1M_E,E.coli,OD,0.133,0.133
1,E.coli,1M,1M_E,E.coli,OD,0.134,0.134
1,E.coli,1M,1M_E,E.coli,OD,0.134,0.134
1,E.coli,1M,1M_E,E.coli,OD,0.133,0.133
1,E.coli,1M,1M_E,E.coli,OD,0.135,0.135
1,E.coli,1M,1M_E,E.coli,OD,0.13,0.13
1,E.coli,1M,1M_E,E.coli,OD,0.136,0.136
1,BALO,2M,2M,Bd1_Phage,OD,0,0
1,BALO,2M,2M,Bd1_Phage,OD,0,0
1,BALO,2M,2M,Bd1_Phage,OD,0,0
1,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
1,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
1,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
1,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
1,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
1,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
1,BALO,2M,2M,Bd1_Phage,OD,0,0
1,E.coli,2M,2M,Bd1_E.coli,OD,0.132,0.132
1,E.coli,2M,2M,Bd1_E.coli,OD,0.131,0.131
1,E.coli,2M,2M,Bd1_E.coli,OD,0.13,0.13
1,E.coli,2M,2M,Bd1_E.coli,OD,0.128,0.128
1,E.coli,2M,2M,Bd1_E.coli,OD,0.127,0.127
1,E.coli,2M,2M,Bd1_E.coli,OD,0.126,0.126
1,E.coli,2M,2M,Bd1_E.coli,OD,0.126,0.126
1,E.coli,2M,2M,Bd1_E.coli,OD,0.126,0.126
1,E.coli,2M,2M,Bd1_E.coli,OD,0.127,0.127
1,E.coli,2M,2M,Phage_E.coli,OD,0.132,0.132
1,E.coli,2M,2M,Phage_E.coli,OD,0.131,0.131
1,E.coli,2M,2M,Phage_E.coli,OD,0.129,0.129
1,E.coli,2M,2M,Phage_E.coli,OD,0.13,0.13
1,E.coli,2M,2M,Phage_E.coli,OD,0.131,0.131
1,E.coli,2M,2M,Phage_E.coli,OD,0.128,0.128
1,E.coli,2M,2M,Phage_E.coli,OD,0.126,0.126
1,E.coli,2M,2M,Phage_E.coli,OD,0.126,0.126
1,E.coli,2M,2M,Phage_E.coli,OD,0.127,0.127
1,E.coli,3M,3M,E_Bd1_Phage,OD,0.128,0.128
1,E.coli,3M,3M,E_Bd1_Phage,OD,0.127,0.127
1,E.coli,3M,3M,E_Bd1_Phage,OD,0.125,0.125
1,E.coli,3M,3M,E_Bd1_Phage,OD,0.124,0.124
1,E.coli,3M,3M,E_Bd1_Phage,OD,0.125,0.125
1,E.coli,3M,3M,E_Bd1_Phage,OD,0.125,0.125
1,E.coli,3M,3M,E_Bd1_Phage,OD,0.123,0.123
1,E.coli,3M,3M,E_Bd1_Phage,OD,0.123,0.123
1,E.coli,3M,3M,E_Bd1_Phage,OD,0.122,0.122
3,BALO,1M,1M_BALO,BALO,OD,0.002,0.002
3,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
3,BALO,1M,1M_BALO,BALO,OD,0.002,0.002
3,BALO,1M,1M_BALO,BALO,OD,0.003,0.003
3,BALO,1M,1M_BALO,BALO,OD,0.002,0.002
3,BALO,1M,1M_BALO,BALO,OD,0.002,0.002
3,BALO,1M,1M_BALO,BALO,OD,0.002,0.002
3,BALO,1M,1M_BALO,BALO,OD,0.003,0.003
3,BALO,1M,1M_BALO,BALO,OD,0.003,0.003
3,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
3,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
3,Phage,1M,1M_Phage,Phage,OD,0,0
3,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
3,Phage,1M,1M_Phage,Phage,OD,0,0
3,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
3,Phage,1M,1M_Phage,Phage,OD,0,0
3,Phage,1M,1M_Phage,Phage,OD,0,0
3,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
3,E.coli,1M,1M_E,E.coli,OD,0.13,0.13
3,E.coli,1M,1M_E,E.coli,OD,0.13,0.13
3,E.coli,1M,1M_E,E.coli,OD,0.13,0.13
3,E.coli,1M,1M_E,E.coli,OD,0.133,0.133
3,E.coli,1M,1M_E,E.coli,OD,0.134,0.134
3,E.coli,1M,1M_E,E.coli,OD,0.134,0.134
3,E.coli,1M,1M_E,E.coli,OD,0.133,0.133
3,E.coli,1M,1M_E,E.coli,OD,0.134,0.134
3,E.coli,1M,1M_E,E.coli,OD,0.135,0.135
3,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
3,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
3,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
3,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
3,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
3,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
3,BALO,2M,2M,Bd1_Phage,OD,0,0
3,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
3,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
3,BALO,2M,2M,Bd1_Phage,OD,0,0
3,E.coli,2M,2M,Bd1_E.coli,OD,0.122,0.122
3,E.coli,2M,2M,Bd1_E.coli,OD,0.121,0.121
3,E.coli,2M,2M,Bd1_E.coli,OD,0.12,0.12
3,E.coli,2M,2M,Bd1_E.coli,OD,0.121,0.121
3,E.coli,2M,2M,Bd1_E.coli,OD,0.122,0.122
3,E.coli,2M,2M,Bd1_E.coli,OD,0.124,0.124
3,E.coli,2M,2M,Bd1_E.coli,OD,0.122,0.122
3,E.coli,2M,2M,Bd1_E.coli,OD,0.122,0.122
3,E.coli,2M,2M,Bd1_E.coli,OD,0.122,0.122
3,E.coli,2M,2M,Phage_E.coli,OD,0.124,0.124
3,E.coli,2M,2M,Phage_E.coli,OD,0.124,0.124
3,E.coli,2M,2M,Phage_E.coli,OD,0.123,0.123
3,E.coli,2M,2M,Phage_E.coli,OD,0.125,0.125
3,E.coli,2M,2M,Phage_E.coli,OD,0.125,0.125
3,E.coli,2M,2M,Phage_E.coli,OD,0.126,0.126
3,E.coli,2M,2M,Phage_E.coli,OD,0.125,0.125
3,E.coli,2M,2M,Phage_E.coli,OD,0.125,0.125
3,E.coli,2M,2M,Phage_E.coli,OD,0.125,0.125
3,E.coli,3M,3M,E_Bd1_Phage,OD,0.12,0.12
3,E.coli,3M,3M,E_Bd1_Phage,OD,0.117,0.117
3,E.coli,3M,3M,E_Bd1_Phage,OD,0.118,0.118
3,E.coli,3M,3M,E_Bd1_Phage,OD,0.121,0.121
3,E.coli,3M,3M,E_Bd1_Phage,OD,0.12,0.12
3,E.coli,3M,3M,E_Bd1_Phage,OD,0.12,0.12
3,E.coli,3M,3M,E_Bd1_Phage,OD,0.12,0.12
3,E.coli,3M,3M,E_Bd1_Phage,OD,0.119,0.119
3,E.coli,3M,3M,E_Bd1_Phage,OD,0.118,0.118
5,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
5,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
5,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
5,BALO,1M,1M_BALO,BALO,OD,0.002,0.002
5,BALO,1M,1M_BALO,BALO,OD,0.002,0.002
5,BALO,1M,1M_BALO,BALO,OD,0.002,0.002
5,BALO,1M,1M_BALO,BALO,OD,0.002,0.002
5,BALO,1M,1M_BALO,BALO,OD,0.002,0.002
5,BALO,1M,1M_BALO,BALO,OD,0.001,0.001
5,Phage,1M,1M_Phage,Phage,OD,0,0
5,Phage,1M,1M_Phage,Phage,OD,0,0
5,Phage,1M,1M_Phage,Phage,OD,0,0
5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
5,Phage,1M,1M_Phage,Phage,OD,0.001,0.001
5,E.coli,1M,1M_E,E.coli,OD,0.133,0.133
5,E.coli,1M,1M_E,E.coli,OD,0.134,0.134
5,E.coli,1M,1M_E,E.coli,OD,0.133,0.133
5,E.coli,1M,1M_E,E.coli,OD,0.133,0.133
5,E.coli,1M,1M_E,E.coli,OD,0.133,0.133
5,E.coli,1M,1M_E,E.coli,OD,0.133,0.133
5,E.coli,1M,1M_E,E.coli,OD,0.135,0.135
5,E.coli,1M,1M_E,E.coli,OD,0.135,0.135
5,E.coli,1M,1M_E,E.coli,OD,0.134,0.134
5,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
5,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
5,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
5,BALO,2M,2M,Bd1_Phage,OD,0,0
5,BALO,2M,2M,Bd1_Phage,OD,0,0
5,BALO,2M,2M,Bd1_Phage,OD,0,0
5,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
5,BALO,2M,2M,Bd1_Phage,OD,0,0
5,BALO,2M,2M,Bd1_Phage,OD,0.001,0.001
5,BALO,2M,2M,Bd1_Phage,OD,0,0
5,E.coli,2M,2M,Bd1_E.coli,OD,0.115,0.115
5,E.coli,2M,2M,Bd1_E.coli,OD,0.114,0.114
5,E.coli,2M,2M,Bd1_E.coli,OD,0.115,0.115
5,E.coli,2M,2M,Bd1_E.coli,OD,0.113,0.113
5,E.coli,2M,2M,Bd1_E.coli,OD,0.112,0.112
5,E.coli,2M,2M,Bd1_E.coli,OD,0.112,0.112
5,E.coli,2M,2M,Bd1_E.coli,OD,0.115,0.115
5,E.coli,2M,2M,Bd1_E.coli,OD,0.115,0.115
5,E.coli,2M,2M,Bd1_E.coli,OD,0.115,0.115
5,E.coli,2M,2M,Phage_E.coli,OD,0.119,0.119
5,E.coli,2M,2M,Phage_E.coli,OD,0.12,0.12
5,E.coli,2M,2M,Phage_E.coli,OD,0.12,0.12
5,E.coli,2M,2M,Phage_E.coli,OD,0.12,0.12
5,E.coli,2M,2M,Phage_E.coli,OD,0.12,0.12
5,E.coli,2M,2M,Phage_E.coli,OD,0.119,0.119
5,E.coli,2M,2M,Phage_E.coli,OD,0.119,0.119
5,E.coli,2M,2M,Phage_E.coli,OD,0.118,0.118
5,E.coli,2M,2M,Phage_E.coli,OD,0.118,0.118
5,E.coli,3M,3M,E_Bd1_Phage,OD,0.112,0.112
5,E.coli,3M,3M,E_Bd1_Phage,OD,0.112,0.112
5,E.coli,3M,3M,E_Bd1_Phage,OD,0.111,0.111
5,E.coli,3M,3M,E_Bd1_Phage,OD,0.113,0.113
5,E.coli,3M,3M,E_Bd1_Phage,OD,0.113,0.113
5,E.coli,3M,3M,E_Bd1_Phage,OD,0.114,0.114
5,E.coli,3M,3M,E_Bd1_Phage,OD,0.11,0.11
5,E.coli,3M,3M,E_Bd1_Phage,OD,0.11,0.11
5,E.coli,3M,3M,E_Bd1_Phage,OD,0.112,0.112
